Country Name,Country Code,Series Name,Series Code,1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Cuba,CUB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,5.84,5.574,2.876,1.144,3.522,5.525,10.996,11.921,7.174,4.055,1.392,2.325,2.727,2.919,2.636,0.954,4.366,0.494,1.86,2.322,-0.061,-10.823,1.652,2.176,
Cuba,CUB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.26,5.45,4.08,3.31,2.33,1.854,1.95,1.913,1.788,1.583,1.67,2.5,3.18,3.46,3.29,2.7,2.4,2.0,1.7,1.7,,,,,
Cuba,CUB,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,Gini index,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,GDP (current US$B),NY.GDP.MKTP.CD,,,,,,,,,,,,,2.93,3.013,3.034,3.059,3.059,3.025,3.033,3.046,3.026,2.534,2.74,3.074,
Curacao,CUW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,-0.696,0.397,0.288,0.208,0.676,1.636,2.47,2.188,-0.531,0.082,0.508,-0.349,-0.636,-0.637,0.458,-1.068,-1.276,-2.104,-3.206,-18.038,4.2,7.9,
Curacao,CUW,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,19426.326,19809.822,19721.292,19623.03,19361.813,18944.096,18938.244,19119.124,19220.687,16356.093,17980.089,20492.815,
Curacao,CUW,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,3.008,0.274,-1.759,-1.505,-1.858,-0.941,0.466,0.91,-1.177,-1.176,-0.91,-1.173,-1.756,-1.967,-0.859,-2.111,-1.591,-1.589,-2.041,-16.719,5.963,9.607,
Curacao,CUW,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,1.793,0.391,1.634,1.379,4.117,3.115,2.996,6.876,1.753,2.779,2.333,3.184,1.332,1.499,-0.477,-0.047,1.586,2.584,2.622,,,,
Curacao,CUW,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,9.78,,13.03,12.61,11.71,,,13.43,,19.07,,,
Curacao,CUW,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,Gini index,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,GDP (current US$B),NY.GDP.MKTP.CD,10.498,9.986,10.398,11.42,14.547,17.321,18.433,20.073,23.969,27.845,26.048,25.8,27.642,25.047,23.96,23.226,19.909,21.046,22.947,25.597,25.947,25.227,29.483,29.251,32.23
Cyprus,CYP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.998,5.965,3.953,3.723,2.623,5.026,4.853,4.714,5.098,3.647,-2.015,2.284,0.417,-3.447,-6.587,-1.776,3.419,6.574,5.733,5.648,5.537,-3.444,9.911,5.058,2.467
Cyprus,CYP,GDP per capita (current US$),NY.GDP.PCAP.CD,15287.919,14388.348,14821.447,16093.215,20252.238,23792.621,24959.26,26729.324,31244.926,35397.363,32236.535,31105.027,32485.803,28991.93,27797.453,27244.344,23487.219,24715.143,26697.006,29419.887,29419.992,28281.412,32745.84,32048.248,34701.441
Cyprus,CYP,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.83,4.844,2.838,2.541,1.384,3.631,3.354,2.981,2.884,1.077,-4.611,-0.357,-2.113,-4.907,-6.37,-0.689,4.009,6.086,4.755,4.367,4.115,-4.532,8.892,3.637,0.694
Cyprus,CYP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.63,4.142,1.973,2.801,4.139,2.286,2.56,2.305,2.373,4.669,0.326,2.43,3.289,2.389,-0.399,-1.355,-2.097,-1.429,0.532,1.435,0.25,-0.638,2.446,8.395,3.541
Cyprus,CYP,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.532,4.766,4.043,3.336,4.153,4.77,5.481,4.593,3.946,3.756,5.594,6.36,7.942,12.097,16.131,16.277,15.026,13.006,11.155,8.504,7.155,7.755,7.513,6.807,6.098
Cyprus,CYP,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,145.05,145.752,149.76,157.636,163.995,164.581,164.13,155.247,145.201,132.362,89.216,92.583,105.438,119.075,149.712,158.994,157.016,151.28,142.336,148.526,147.161,175.146,152.655,125.922,
Cyprus,CYP,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,,,,,,,,,,,,0.686,,,,,,,0.751,0.755,,0.756,,,
Cyprus,CYP,Gini index,SI.POV.GINI,,,,,,30.1,30.3,31.1,31.1,31.7,32.1,31.5,32.6,34.3,37.0,35.6,34.0,32.9,31.4,32.7,31.2,31.7,31.3,,
Czechia,CZE,GDP (current US$B),NY.GDP.MKTP.CD,65.173,61.828,67.808,82.196,100.09,119.814,137.143,156.264,190.184,236.816,207.434,209.07,229.563,208.858,211.686,209.359,188.033,196.272,218.629,249.001,252.548,245.975,281.791,290.566,330.858
Czechia,CZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.384,4.001,3.043,1.57,3.584,4.814,6.602,6.767,5.57,2.686,-4.657,2.435,1.76,-0.785,-0.046,2.262,5.388,2.537,5.169,3.22,3.03,-5.503,3.553,2.351,-0.311
Czechia,CZE,GDP per capita (current US$),NY.GDP.PCAP.CD,6337.419,6029.038,6637.042,8060.869,9818.568,11749.853,13430.67,15261.798,18466.548,22804.578,19861.697,19960.068,21871.266,19870.801,20133.169,19890.92,17829.698,18575.232,20636.2,23424.48,23664.848,22992.879,26822.514,27226.616,30427.423
Czechia,CZE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.488,4.293,3.431,1.766,3.613,4.782,6.454,6.478,4.956,1.838,-5.199,2.137,1.55,-0.924,-0.079,2.155,5.181,2.341,4.89,2.875,2.625,-5.733,5.446,0.756,-2.159
Czechia,CZE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.135,3.775,4.663,1.903,0.119,2.76,1.857,2.534,2.853,6.359,1.019,1.473,1.917,3.288,1.438,0.344,0.309,0.684,2.451,2.149,2.848,3.161,3.84,15.1,10.661
Czechia,CZE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.702,8.764,8.128,7.281,7.777,8.298,7.927,7.141,5.316,4.393,6.662,7.281,6.712,6.979,6.953,6.108,5.048,3.952,2.893,2.246,2.015,2.551,2.803,2.224,2.58
Czechia,CZE,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,18.926,20.008,25.314,27.014,28.994,28.865,28.133,28.119,27.429,29.771,36.013,40.132,42.911,51.871,51.374,50.305,47.773,44.411,40.859,38.343,36.644,45.617,47.283,46.823,
Czechia,CZE,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,,,,,,,,,,,,0.727,,,,,,,0.782,0.765,,0.752,,,
Czechia,CZE,Gini index,SI.POV.GINI,,,,26.6,,27.5,26.9,26.7,26.0,26.3,26.2,26.6,26.4,26.1,26.5,25.9,25.9,25.4,24.9,25.0,25.3,26.2,26.2,,
Denmark,DNK,GDP (current US$B),NY.GDP.MKTP.CD,177.965,164.159,164.791,178.635,218.096,251.373,264.467,282.885,319.423,353.361,321.241,321.995,344.003,327.149,343.584,352.994,302.673,313.116,332.121,356.841,346.499,354.763,405.688,400.167,404.199
Denmark,DNK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.948,3.747,0.823,0.466,0.39,2.668,2.337,3.913,0.909,-0.512,-4.907,1.871,1.337,0.226,0.933,1.619,2.343,3.246,2.822,1.99,1.493,-2.425,6.845,2.731,1.89
Denmark,DNK,GDP per capita (current US$),NY.GDP.PCAP.CD,33440.795,30743.548,30751.654,33228.694,40458.777,46511.598,48799.826,52027.0,58487.055,64322.064,58163.277,58041.398,61753.647,58507.508,61191.194,62548.985,53254.856,54663.998,57610.098,61591.929,59592.981,60836.592,69268.652,67790.054,67967.382
Denmark,DNK,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.608,3.401,0.463,0.146,0.117,2.403,2.055,3.572,0.463,-1.095,-5.414,1.419,0.92,-0.15,0.513,1.105,1.622,2.443,2.162,1.485,1.131,-2.709,6.382,1.925,1.137
Denmark,DNK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.498,2.903,2.338,2.424,2.075,1.154,1.818,1.924,1.693,3.416,1.305,2.311,2.759,2.398,0.789,0.564,0.452,0.25,1.147,0.814,0.758,0.421,1.853,7.697,3.305
Denmark,DNK,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.142,4.476,4.164,4.274,5.398,5.204,4.83,3.897,3.801,3.683,6.409,7.747,7.769,7.798,7.384,6.925,6.278,5.989,5.833,5.131,5.018,5.637,5.043,4.434,5.094
Denmark,DNK,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,59.219,52.603,50.617,50.316,47.695,43.245,36.074,32.386,25.182,32.262,38.391,42.74,49.552,49.966,46.294,48.683,42.945,40.669,38.373,36.546,38.172,48.403,39.856,26.369,
Denmark,DNK,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,,,,,,,,,,,,0.749,,,,,,,0.774,0.771,,0.755,,,
Denmark,DNK,Gini index,SI.POV.GINI,,23.8,,,25.6,24.9,25.2,25.9,26.2,25.2,26.7,27.2,27.3,27.8,28.5,28.4,28.2,28.2,28.7,28.2,27.7,27.5,28.3,,
Djibouti,DJI,GDP (current US$B),NY.GDP.MKTP.CD,0.536,0.551,0.572,0.591,0.622,0.666,0.709,0.769,0.848,0.999,1.049,1.129,1.239,1.354,2.043,2.215,2.424,2.605,2.763,2.913,3.089,3.185,3.386,3.674,4.099
Djibouti,DJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,7.062,7.526,7.123,5.458,4.774,5.545,1.316,4.522,3.729,6.677
Djibouti,DJI,GDP per capita (current US$),NY.GDP.PCAP.CD,745.207,742.866,747.779,749.082,771.374,813.898,852.89,907.818,980.031,1131.636,1164.252,1227.821,1322.726,1418.461,2102.198,2239.115,2409.312,2545.739,2655.733,2755.838,2876.044,2921.739,3062.551,3278.139,3606.417
Djibouti,DJI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,5.185,5.691,5.344,3.737,3.093,3.895,-0.186,3.066,2.313,5.212
Djibouti,DJI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,1.747,0.638,1.982,3.122,3.105,3.483,4.966,11.959,1.675,3.95,5.069,3.731,2.706,1.342,-0.847,2.738,0.568,0.148,3.319,1.777,1.182,5.18,1.495
Djibouti,DJI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,26.064,,,,,,
Djibouti,DJI,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
Djibouti,DJI,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,
Djibouti,DJI,Gini index,SI.POV.GINI,,,,40.0,,,,,,,,,,45.1,44.1,,,,41.6,,,,,,
Dominica,DMA,GDP (current US$B),NY.GDP.MKTP.CD,0.332,0.333,0.34,0.333,0.343,0.367,0.364,0.39,0.421,0.458,0.489,0.494,0.501,0.486,0.498,0.52,0.541,0.576,0.522,0.555,0.612,0.504,0.555,0.607,0.654
Dominica,DMA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.354,2.34,-0.064,-2.828,6.353,3.051,0.656,4.659,6.353,7.121,-1.17,0.673,-0.224,-1.059,-1.0,4.754,-2.732,2.764,-6.619,3.548,5.502,-16.604,6.891,5.584,4.712
Dominica,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,4829.242,4879.15,4991.764,4881.139,5016.088,5354.799,5304.126,5677.051,6126.849,6661.465,7109.978,7182.4,7288.498,7054.876,7240.679,7502.121,7724.042,8223.041,7408.091,7833.195,8561.587,7003.47,7668.158,8347.323,8953.896
Dominica,DMA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.705,2.867,0.219,-2.983,6.073,2.852,0.509,4.556,6.302,7.11,-1.177,0.719,-0.205,-1.269,-0.901,3.92,-3.615,2.664,-7.054,2.934,4.609,-17.261,6.275,5.112,4.278
Dominica,DMA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.179,0.857,1.304,0.17,1.453,2.394,1.682,2.202,3.632,6.36,0.006,2.999,1.131,1.357,-0.046,0.799,-0.844,0.142,0.296,0.989,1.505,-0.727,1.483,7.781,3.481
Dominica,DMA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,15.67,,10.96,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,,,,,,,,,,,,,,,,,,,,0.552,,0.545,,,
Dominica,DMA,Gini index,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,GDP (current US$B),NY.GDP.MKTP.CD,22.137,24.306,25.602,27.137,21.403,22.322,35.778,37.88,43.965,48.123,48.261,53.86,58.03,60.682,62.682,67.18,71.165,75.705,79.998,85.555,88.941,78.845,94.243,113.537,121.444
Dominican Republic,DOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.94,4.662,2.46,4.495,-1.346,2.57,9.428,9.174,7.416,3.21,0.946,8.34,3.133,2.717,4.875,7.05,6.927,6.659,4.667,6.983,5.052,-6.72,12.272,4.858,2.361
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,2631.744,2845.847,2953.248,3085.518,2399.498,2468.437,3903.815,4080.046,4676.079,5053.33,5002.153,5509.568,5859.382,6049.472,6171.295,6533.671,6838.937,7191.07,7513.498,7947.159,8173.345,7167.915,8476.75,10111.246,10716.013
Dominican Republic,DOM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,4.312,3.076,0.944,2.997,-2.725,1.172,7.976,7.77,6.067,1.901,-0.363,6.924,1.801,1.415,3.572,5.748,5.656,5.426,3.49,5.807,3.929,-7.719,11.078,3.822,1.42
Dominican Republic,DOM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.471,7.724,8.883,5.223,27.45,51.461,4.19,7.573,6.144,10.645,1.442,6.33,5.797,3.694,4.831,2.999,0.837,1.614,3.28,3.564,1.811,3.781,8.243,8.811,4.786
Dominican Republic,DOM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,6.432,7.262,6.779,6.938,6.303,6.587,5.655,5.158,4.764,5.467,5.212,6.087,6.722,7.352,6.719,7.605,7.284,5.832,5.861,6.356,6.126,7.702,5.504,5.555
Dominican Republic,DOM,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,16.417,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,,,,,,,,,,,,,,,,,,,0.492,0.507,,0.503,,,
Dominican Republic,DOM,Gini index,SI.POV.GINI,,51.5,50.0,49.7,52.1,52.0,50.0,52.0,48.9,48.1,48.9,47.3,47.7,46.1,47.7,44.3,45.2,45.7,42.2,43.7,41.9,39.6,38.5,37.0,
Ecuador,ECU,GDP (current US$B),NY.GDP.MKTP.CD,19.645,17.539,23.127,27.054,30.965,35.195,40.279,45.691,49.849,61.139,60.095,68.151,78.987,87.735,96.57,102.718,97.21,97.671,104.467,107.479,107.596,95.865,107.435,116.586,118.845
Ecuador,ECU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-4.739,1.092,4.206,4.928,2.885,6.832,5.399,4.341,1.902,6.565,1.091,4.029,8.481,5.783,7.211,4.226,0.12,-0.688,5.97,1.044,0.165,-9.245,9.818,6.186,2.355
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,1582.759,1389.098,1800.398,2069.85,2328.004,2600.37,2925.114,3261.515,3497.706,4217.445,4076.235,4546.579,5183.624,5666.217,6141.983,6436.761,6002.108,5941.235,6256.683,6316.469,6203.727,5450.434,6036.447,6476.645,6533.352
Ecuador,ECU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-6.369,-0.625,2.43,3.121,1.101,4.99,3.597,2.561,0.167,4.764,-0.596,2.316,6.715,4.102,5.581,2.691,-1.351,-2.16,4.337,-0.848,-1.729,-10.509,8.528,4.987,1.289
Ecuador,ECU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,52.242,96.096,37.677,12.484,7.929,2.743,2.168,3.299,2.276,8.4,5.16,3.554,4.475,5.102,2.722,3.589,3.967,1.728,0.417,-0.224,0.266,-0.339,0.133,3.466,2.216
Ecuador,ECU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,13.96,4.8,4.252,,5.662,5.002,3.779,3.55,3.142,3.917,4.608,4.088,3.458,3.235,3.083,3.48,3.616,4.597,3.836,3.53,3.812,6.127,4.552,3.761,3.51
Ecuador,ECU,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,,,,,,,,,,,,0.526,,,,,,,0.602,0.596,,0.594,,,
Ecuador,ECU,Gini index,SI.POV.GINI,58.6,56.3,,,53.5,53.9,53.0,52.2,53.4,49.8,48.5,48.8,45.9,46.1,46.9,45.0,46.0,45.0,44.7,45.4,45.7,47.3,45.8,45.5,44.6
"Egypt, Arab Rep.",EGY,GDP (current US$B),NY.GDP.MKTP.CD,90.711,99.839,96.685,85.146,80.288,78.782,89.601,107.426,130.438,162.818,189.147,218.984,235.99,279.117,288.434,305.595,329.367,332.442,248.363,262.589,318.679,383.818,424.672,476.748,395.926
"Egypt, Arab Rep.",EGY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.053,6.37,3.535,2.39,3.193,4.092,4.472,6.844,7.088,7.156,4.674,5.147,1.765,2.226,2.185,2.916,4.372,4.347,4.181,5.331,5.552,3.55,3.291,6.588,3.759
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,1297.575,1398.86,1327.097,1144.532,1056.937,1016.254,1133.105,1332.339,1586.473,1941.9,2212.218,2509.772,2645.623,3059.135,3088.891,3196.861,3370.382,3331.612,2439.967,2531.2,3017.258,3571.557,3886.722,4295.407,3512.58
"Egypt, Arab Rep.",EGY,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.836,4.189,1.428,0.271,1.061,1.999,2.42,4.784,5.018,5.078,2.646,3.037,-0.457,-0.06,-0.154,0.532,2.096,2.192,2.129,3.35,3.675,1.771,1.592,4.928,2.17
"Egypt, Arab Rep.",EGY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.079,2.684,2.27,2.737,4.508,11.271,4.869,7.645,9.319,18.317,11.763,11.265,10.065,7.112,9.47,10.07,10.37,13.814,29.507,14.401,9.153,5.045,5.214,13.896,33.885
"Egypt, Arab Rep.",EGY,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.95,8.98,9.26,10.01,10.91,10.32,11.049,10.49,8.8,8.517,9.087,8.757,11.849,12.597,13.154,13.105,13.052,12.45,11.767,9.855,7.851,7.974,7.441,7.344,
"Egypt, Arab Rep.",EGY,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,85.789,,,,,,,,,,,,,,,,
"Egypt, Arab Rep.",EGY,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,,,,,,,,,,,,0.479,,,,,,,0.486,0.493,,0.494,,,
"Egypt, Arab Rep.",EGY,Gini index,SI.POV.GINI,30.8,,,,,31.8,,,,31.1,,30.2,,28.3,,,31.8,,31.5,,31.9,,,,
El Salvador,SLV,GDP (current US$B),NY.GDP.MKTP.CD,11.284,11.785,12.283,12.664,13.244,13.725,14.698,16.0,17.012,17.987,17.602,18.448,20.284,21.386,21.991,22.593,23.438,24.191,24.979,26.021,26.881,24.921,29.043,31.989,34.016
El Salvador,SLV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.162,1.128,0.88,1.573,1.565,0.889,2.681,4.337,1.848,2.154,-2.109,2.154,3.774,2.888,2.183,1.729,2.4,2.539,2.248,2.412,2.437,-7.893,11.905,2.8,3.511
El Salvador,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,1904.875,1977.841,2051.159,2106.739,2197.482,2273.956,2434.324,2651.431,2814.59,2964.172,2889.686,3017.307,3304.974,3471.051,3555.162,3638.518,3761.514,3870.313,3986.049,4145.862,4280.288,3960.314,4599.679,5048.444,5344.214
El Salvador,SLV,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.493,0.54,0.381,1.181,1.303,0.742,2.644,4.395,1.684,1.751,-2.48,1.772,3.379,2.488,1.781,1.338,2.046,2.22,1.984,2.254,2.374,-8.076,11.525,2.439,3.047
El Salvador,SLV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.515,2.271,3.751,1.866,2.12,4.452,4.691,4.037,4.578,6.708,1.056,1.179,5.129,1.73,0.758,1.141,-0.731,0.604,1.012,1.09,0.075,-0.372,3.467,7.199,4.046
El Salvador,SLV,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.3,6.96,6.96,6.2,6.9,6.8,7.22,6.57,6.41,5.88,7.33,4.893,4.297,3.843,3.693,4.154,3.998,4.418,4.385,4.006,4.17,5.008,4.327,2.999,2.992
El Salvador,SLV,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,61.852,50.32,50.713,51.462,54.477,51.673,53.433,69.963,65.978,,
El Salvador,SLV,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,,,,,,,,,,,,,,,,,,,0.501,0.545,,0.546,,,
El Salvador,SLV,Gini index,SI.POV.GINI,52.1,51.5,51.3,51.9,50.4,47.8,48.5,45.7,45.2,46.9,45.8,43.5,42.3,41.8,43.4,41.6,40.6,40.0,38.0,38.6,38.8,,39.0,38.8,
Equatorial Guinea,GNQ,GDP (current US$B),NY.GDP.MKTP.CD,0.621,1.046,1.461,1.807,2.485,4.411,8.217,10.087,13.072,19.75,15.028,16.314,21.357,22.388,21.949,21.765,13.185,11.241,12.201,13.097,11.364,9.894,12.216,13.487,12.117
Equatorial Guinea,GNQ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,25.664,18.214,63.38,19.463,13.955,37.999,16.749,7.705,15.282,17.799,1.343,-8.924,6.524,8.313,-4.133,0.415,-9.11,-8.816,-5.668,-6.237,-5.482,-4.791,0.86,3.716,-5.692
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,948.23,1527.056,2031.419,2395.845,3146.519,5337.614,9502.859,11140.19,13776.903,19849.718,14398.77,14905.515,18659.416,18756.425,17644.594,16804.925,9788.984,8035.308,8410.398,8719.187,7317.39,6198.943,7473.926,8052.257,7066.617
Equatorial Guinea,GNQ,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,20.811,13.045,55.59,13.943,8.823,31.874,11.568,2.864,10.009,12.334,-3.387,-13.154,1.865,3.862,-8.01,-3.558,-12.605,-12.203,-9.034,-9.445,-8.582,-7.357,-1.51,1.212,-7.879
Equatorial Guinea,GNQ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.372,4.802,8.825,7.592,7.324,4.22,5.632,4.416,2.804,6.552,4.691,7.789,4.805,3.657,2.949,4.31,1.677,1.412,0.744,1.06,1.53,4.767,-0.097,4.787,
Equatorial Guinea,GNQ,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Gini index,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,GDP (current US$B),NY.GDP.MKTP.CD,0.689,0.706,0.752,0.729,0.87,1.109,1.098,1.211,1.318,1.38,1.857,1.59,2.065,,,,,,,,,,,,
Eritrea,ERI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.013,-3.142,8.755,3.005,-2.656,1.452,2.574,-0.969,1.427,-9.783,3.877,2.194,8.68,,,,,,,,,,,,
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,292.351,295.197,305.603,286.298,327.976,401.375,387.899,420.529,450.41,459.178,602.063,504.972,643.79,,,,,,,,,,,,
Eritrea,ERI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-1.418,-4.615,5.705,-0.452,-6.543,-2.578,0.09,-2.632,-0.17,-12.173,1.246,0.122,6.652,,,,,,,,,,,,
Eritrea,ERI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Gini index,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,GDP (current US$B),NY.GDP.MKTP.CD,5.757,5.687,6.255,7.368,9.874,12.146,14.107,17.023,22.449,24.342,19.633,19.523,23.214,23.019,25.116,26.634,22.891,24.073,26.924,30.625,31.29,31.33,36.865,37.921,40.745
Estonia,EST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.425,10.088,6.004,6.771,7.6,6.804,9.526,9.766,7.579,-5.132,-14.629,2.444,7.263,3.228,1.458,3.011,1.853,3.156,5.792,3.784,4.034,-0.965,7.249,-0.461,-3.006
